"ANOENC","NUMERO","NORDEN","CATEGMH","SUSPRIN","RELASP","EDAD","SEXO","PAISNACIM","NACIONA","PAISNACION","SITURES","ECIVILLEGAL","NORDENCO","UNION","CONVIVENCIA","NORDENPA","PAISPADRE","NORDENMA","PAISMADRE","ESTUDIOS","ESTUDRED","SITUACT","SITURED","OCU","JORNADA","PERCEP","IMPEXACP","INTERINP","NINODEP","HIJODEP","ADULTO","FACTOR"
2023,19768,1,1,1,1,56,6,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,3,1,2,NA,1,-9,-9,6,6,1,302.950453
2023,19768,2,1,6,2,58,1,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,1,1,1,1,1,-9,-9,6,6,1,302.950453
2023,19768,3,1,6,3,24,6,1,1,NA,1,1,99,NA,3,2,1,1,1,7,4,5,2,2,NA,6,NA,NA,1,1,6,302.950453
2023,19769,1,1,1,1,46,1,1,1,NA,1,1,2,2,2,99,1,99,1,3,2,1,1,1,1,1,-9,4,6,6,1,579.962569
2023,19769,2,1,6,2,37,6,4,2,3,1,1,1,2,2,99,4,99,4,3,2,1,1,1,1,1,-9,2,6,6,1,579.962569
2023,19769,3,1,6,3,1,1,1,1,NA,1,1,99,NA,3,1,1,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,579.962569
2023,19769,4,1,6,3,17,6,1,1,NA,1,1,99,NA,3,99,4,2,4,3,2,5,2,2,NA,6,NA,NA,1,1,6,579.962569
2023,19770,1,1,1,1,41,6,1,1,NA,1,1,2,2,2,99,1,99,1,5,4,1,1,1,1,1,-9,-9,6,6,1,821.775137
2023,19770,2,1,6,2,47,1,1,1,NA,1,1,1,2,2,99,1,99,1,6,4,1,1,1,1,1,-9,-9,6,6,1,821.775137
2023,19771,1,1,1,1,57,1,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,1,1,1,1,1,1218,3,6,6,1,304.644462
2023,19771,2,1,6,3,21,6,1,1,NA,1,1,99,NA,3,1,1,99,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,304.644462
2023,19771,3,1,6,3,27,6,1,1,NA,1,1,99,NA,3,1,1,99,1,4,3,3,1,2,NA,1,418,1,6,6,1,304.644462
2023,19772,1,1,1,1,79,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,4,2,2,NA,1,-9,5,6,6,1,896.628228
2023,19772,2,1,6,2,77,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,6,2,2,NA,6,NA,NA,6,6,1,896.628228
2023,19773,1,1,1,1,32,6,4,1,NA,1,4,99,NA,3,5,4,6,4,3,2,3,1,2,NA,1,650,2,6,6,1,151.880927
2023,19773,2,1,6,3,14,1,1,1,NA,1,1,99,NA,3,99,1,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,151.880927
2023,19773,3,1,6,3,8,1,1,1,NA,1,1,99,NA,3,99,1,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,151.880927
2023,19773,4,1,6,3,7,6,1,1,NA,1,1,99,NA,3,99,1,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,151.880927
2023,19773,5,1,6,4,59,1,4,2,3,1,2,6,1,1,99,4,99,4,1,1,6,2,2,NA,6,NA,NA,6,6,1,151.880927
2023,19773,6,1,6,4,62,6,4,2,3,1,2,5,1,1,99,4,99,4,1,1,3,1,2,NA,6,NA,NA,6,6,1,151.880927
2023,19774,1,1,1,1,60,1,1,1,NA,1,2,2,1,1,99,1,99,1,6,4,1,1,1,1,1,-9,4,6,6,1,1624.456022
2023,19774,2,1,6,2,58,6,1,1,NA,1,2,1,1,1,99,1,99,1,6,4,7,2,2,NA,1,-9,3,6,6,1,1624.456022
2023,19774,3,1,6,3,28,6,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,3,1,2,NA,6,NA,NA,6,6,1,1624.456022
2023,19774,4,1,6,3,25,1,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,3,1,2,NA,6,NA,NA,6,6,1,1624.456022
2023,19774,5,1,6,6,9,1,1,1,NA,1,1,99,NA,3,99,1,3,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1624.456022
2023,19774,6,1,6,6,7,6,1,1,NA,1,1,99,NA,3,99,1,3,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1624.456022
2023,19774,7,1,6,6,2,6,1,1,NA,1,1,99,NA,3,99,1,3,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1624.456022
2023,19775,1,1,1,1,76,6,1,1,NA,1,1,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,817,2,6,6,1,848.087964
2023,19776,1,1,1,1,37,1,1,1,NA,1,1,2,3,2,99,1,99,1,4,3,1,1,1,1,1,-9,-9,6,6,1,1674.929162
2023,19776,2,1,6,2,34,6,1,1,NA,1,1,1,3,2,99,1,99,1,3,2,1,1,1,1,1,-9,-9,6,6,1,1674.929162
2023,19777,1,1,1,1,38,1,4,3,3,1,1,99,NA,3,99,4,99,1,4,3,3,1,2,NA,1,-9,2,6,6,1,1950.66213
2023,19778,1,1,6,4,71,1,4,1,NA,1,2,2,1,1,99,4,99,4,4,3,4,2,2,NA,1,-9,2,6,6,1,423.90639
2023,19778,2,1,6,4,67,6,4,2,3,1,2,1,1,1,99,4,99,4,1,1,6,2,2,NA,6,NA,NA,6,6,1,423.90639
2023,19778,3,1,1,1,26,6,4,1,NA,1,1,99,NA,3,1,4,2,4,4,3,1,1,1,1,1,-9,3,6,6,1,423.90639
2023,19778,4,1,6,6,37,6,4,1,NA,1,2,5,1,1,1,4,2,4,4,3,1,1,1,1,1,-9,3,6,6,1,423.90639
2023,19778,5,1,6,6,38,1,4,2,3,1,2,4,1,1,99,4,99,4,3,2,1,1,1,1,1,-9,3,6,6,1,423.90639
2023,19778,6,1,6,6,6,6,1,1,NA,1,1,99,NA,3,5,4,4,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,423.90639
2023,19779,1,1,1,1,82,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,700,2,6,6,1,172.387866
2023,19779,2,1,6,2,81,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,4,2,2,NA,1,467,1,6,6,1,172.387866
2023,19780,1,1,6,2,72,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,4,2,2,NA,1,-9,3,6,6,1,735.109725
2023,19780,2,1,1,1,51,1,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,4,6,6,1,735.109725
2023,19781,1,1,1,1,79,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,4,2,2,NA,1,-9,5,6,6,1,2194.192278
2023,19781,2,1,6,2,79,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,2194.192278
2023,19781,3,1,6,3,37,1,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,1,-9,4,6,6,1,2194.192278
2023,19782,1,1,1,1,38,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,7,6,6,1,1673.038703
2023,19782,2,1,6,2,37,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,2,1,-9,4,6,6,1,1673.038703
2023,19782,3,1,6,3,3,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1673.038703
2023,19782,4,1,6,3,0,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1673.038703
2023,19783,1,1,1,1,48,6,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,1300,3,6,6,1,875.512373
2023,19783,2,1,6,2,47,1,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,1,1,1300,3,6,6,1,875.512373
2023,19783,3,1,6,3,22,1,1,1,NA,1,1,99,NA,3,2,1,1,1,4,3,3,1,2,NA,6,NA,NA,6,6,1,875.512373
2023,19783,4,1,6,3,21,6,1,1,NA,1,1,99,NA,3,2,1,1,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,875.512373
2023,19784,1,1,1,1,46,1,1,1,NA,1,1,2,2,2,99,1,99,1,6,4,1,1,1,1,1,2252,5,6,6,1,120.591756
2023,19784,2,1,6,2,52,6,1,1,NA,1,1,1,2,2,99,1,99,1,4,3,1,1,1,1,1,1963,4,6,6,1,120.591756
2023,19784,3,1,6,3,12,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,120.591756
2023,19785,1,1,1,1,69,6,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,-9,3,6,6,1,1612.381549
2023,19786,1,1,6,2,38,6,1,1,NA,1,2,2,1,1,99,1,99,1,6,4,3,1,2,NA,1,1000,3,6,6,1,421.29754
2023,19786,2,1,1,1,38,1,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,1,2000,5,6,6,1,421.29754
2023,19786,3,1,6,3,4,1,1,1,NA,1,1,99,NA,3,2,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,421.29754
2023,19787,1,1,1,1,66,6,4,2,3,1,2,2,1,1,99,4,99,4,6,4,4,2,2,NA,1,900,2,6,6,1,2293.167644
2023,19787,2,1,6,2,71,1,4,3,3,1,2,1,1,1,99,4,99,4,6,4,4,2,2,NA,1,400,1,6,6,1,2293.167644
2023,19787,3,1,6,3,38,6,4,3,3,1,2,99,NA,3,99,4,1,4,6,4,1,1,1,1,1,900,2,6,6,1,2293.167644
2023,19788,1,1,1,1,53,6,1,1,NA,1,2,2,1,1,99,1,99,1,8,4,1,1,1,1,1,3375,7,6,6,1,154.2822
2023,19788,2,1,6,2,53,1,2,2,1,1,2,1,1,1,99,2,99,2,7,4,1,1,1,1,1,2000,5,6,6,1,154.2822
2023,19788,3,1,6,3,13,1,1,1,NA,1,1,99,NA,3,2,2,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,154.2822
2023,19788,4,1,6,3,11,6,1,1,NA,1,1,99,NA,3,2,2,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,154.2822
2023,19789,1,1,1,1,44,1,2,2,1,1,2,2,1,1,99,2,99,2,7,4,3,1,2,NA,1,-9,2,6,6,1,2757.073952
2023,19789,2,1,6,2,41,6,2,2,1,1,2,1,1,1,99,2,99,2,7,4,3,1,2,NA,6,NA,NA,6,6,1,2757.073952
2023,19790,1,1,1,1,37,6,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,1,1,1,2,1,1096,3,6,6,1,861.351952
2023,19791,1,1,1,1,64,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,4,6,6,1,271.415561
2023,19791,2,1,6,2,59,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,4,2,2,NA,1,-9,3,6,6,1,271.415561
2023,19792,1,1,1,1,67,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,4,2,2,NA,1,2567,6,6,6,1,377.148305
2023,19792,2,1,6,2,71,6,1,1,NA,1,2,1,1,1,99,1,99,1,6,4,4,2,2,NA,6,NA,NA,6,6,1,377.148305
2023,19793,1,1,1,1,72,6,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,8,2,2,NA,1,1000,3,6,6,1,3147.023108
2023,19794,1,1,1,1,26,1,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,654.868122
2023,19795,1,1,1,1,73,1,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,1100,3,6,6,1,3064.562106
2023,19796,1,1,1,1,49,1,3,1,NA,1,2,2,1,1,99,1,99,1,3,2,3,1,2,NA,1,-9,3,6,6,1,1273.982348
2023,19796,2,1,6,2,47,6,3,1,NA,1,2,1,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,1273.982348
2023,19796,3,1,6,3,15,6,1,1,NA,1,1,99,NA,3,1,3,2,3,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1273.982348
2023,19796,4,1,6,3,19,1,1,1,NA,6,1,99,NA,3,1,3,2,3,4,3,5,2,2,NA,6,NA,NA,1,1,6,1273.982348
2023,19797,1,1,1,1,75,6,1,1,NA,1,4,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,845,2,6,6,1,943.698391
2023,19798,1,1,1,1,69,6,1,1,NA,1,3,99,NA,3,99,1,99,1,5,4,4,2,2,NA,1,-9,3,6,6,1,566.22964
2023,19799,1,1,1,1,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,-9,2,6,6,1,1318.769871
2023,19800,1,1,1,1,73,1,1,1,NA,1,1,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,-9,4,6,6,1,363.938689
2023,19800,2,1,6,6,70,6,2,2,1,6,4,99,NA,3,99,2,99,2,5,4,4,2,2,NA,1,-9,2,6,6,1,363.938689
2023,19801,1,1,1,1,47,6,1,1,NA,1,4,99,NA,3,99,1,99,1,4,3,3,1,2,NA,1,-9,1,6,6,1,367.18169
2023,19801,2,1,6,3,8,1,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,367.18169
2023,19802,1,1,1,1,40,6,1,1,NA,1,2,2,1,1,99,1,99,1,6,4,1,1,1,1,1,-9,4,6,6,1,648.693363
2023,19802,2,1,6,2,42,1,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,1,1,1,1,1,-9,4,6,6,1,648.693363
2023,19802,3,1,6,3,5,6,1,1,NA,1,1,99,NA,3,2,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,648.693363
2023,19803,1,1,1,1,75,1,1,1,NA,1,1,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,2520,6,6,6,1,644.649629
2023,19804,1,1,1,1,40,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,2333,5,6,6,1,289.065232
2023,19804,2,1,6,2,37,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,2,1,-9,3,6,6,1,289.065232
2023,19804,3,1,6,3,7,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,289.065232
2023,19805,1,1,1,1,34,1,1,1,NA,1,1,2,3,2,99,1,99,1,3,2,2,1,1,1,1,1300,3,6,6,1,688.947287
2023,19805,2,1,6,2,31,6,1,1,NA,1,1,1,3,2,99,1,99,1,3,2,3,1,2,NA,1,440,1,6,6,1,688.947287
2023,19805,3,1,6,3,8,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,688.947287
2023,19806,1,1,1,1,36,1,1,1,NA,1,1,2,3,2,99,1,99,1,4,3,1,1,1,1,1,-9,4,6,6,1,1667.915335
2023,19806,2,1,6,2,34,6,1,1,NA,1,1,1,3,2,99,1,99,1,7,4,1,1,1,1,1,-9,3,6,6,1,1667.915335
2023,19806,3,1,6,3,2,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1667.915335
2023,19807,1,1,1,1,49,1,1,1,NA,1,2,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,4500,7,6,6,1,397.089359
2023,19808,1,1,1,1,78,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,1180,3,6,6,1,1229.052325
2023,19808,2,1,6,2,73,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,6,2,2,NA,6,NA,NA,6,6,1,1229.052325
2023,19809,1,1,1,1,82,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,4,6,6,1,498.006487
2023,19809,2,1,6,2,78,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,2,6,6,1,498.006487
2023,19810,1,1,1,1,51,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,1,1,1,1,1,1300,3,6,6,1,380.440263
2023,19810,2,1,6,2,50,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,1,1,1,1,1,1200,3,6,6,1,380.440263
2023,19810,3,1,6,3,12,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,380.440263
2023,19811,1,1,1,1,46,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,1150,3,6,6,1,571.834844
2023,19811,2,1,6,2,45,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,1,1,1,1,1,1100,3,6,6,1,571.834844
2023,19811,3,1,6,3,21,6,1,1,NA,1,1,99,NA,3,1,1,2,1,5,4,1,1,1,2,6,NA,NA,6,6,1,571.834844
2023,19811,4,1,6,3,19,1,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,571.834844
2023,19812,1,1,6,3,54,1,1,1,NA,1,1,99,NA,3,99,1,2,1,3,2,3,1,2,NA,1,463,1,6,6,1,740.516923
2023,19812,2,1,1,1,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,1167,3,6,6,1,740.516923
2023,19813,1,1,1,1,53,1,1,1,NA,1,1,99,NA,3,99,1,99,1,2,1,1,1,1,1,1,-9,4,6,6,1,543.493848
2023,19814,1,1,1,1,62,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,2,1,1,1,1,-9,3,6,6,1,327.20774
2023,19814,2,1,6,2,63,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,3,1,2,NA,1,-9,1,6,6,1,327.20774
2023,19815,1,1,1,1,76,1,1,1,NA,1,1,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,1283,3,6,6,1,581.20792
2023,19816,1,1,1,1,62,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,-9,6,6,1,501.39425
2023,19816,2,1,6,2,59,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,-9,6,6,1,501.39425
2023,19816,3,1,6,3,25,1,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,1,-9,-9,6,6,1,501.39425
2023,19817,1,1,6,2,68,6,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,6,2,2,NA,6,NA,NA,6,6,1,487.29667
2023,19817,2,1,1,1,68,1,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,4,2,2,NA,1,-9,6,6,6,1,487.29667
2023,19818,1,1,1,1,42,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,7,2,2,NA,1,-9,2,6,6,1,205.427037
2023,19818,2,1,6,2,31,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,3,1,2,NA,1,-9,1,6,6,1,205.427037
2023,19818,3,1,6,3,4,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,205.427037
2023,19818,4,1,6,3,0,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,205.427037
2023,19819,1,1,1,1,39,6,1,1,NA,1,1,99,NA,3,99,1,99,1,3,2,2,1,1,1,1,1300,3,6,6,1,702.185189
2023,19819,2,1,6,3,12,1,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,702.185189
2023,19819,3,1,6,3,10,6,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,702.185189
2023,19820,1,1,1,1,54,1,2,1,NA,1,1,2,3,2,99,1,99,1,3,2,1,1,1,1,1,1800,4,6,6,1,905.885881
2023,19820,2,1,6,2,49,6,1,1,NA,1,1,1,3,2,99,1,99,1,3,2,1,1,1,1,1,1200,3,6,6,1,905.885881
2023,19820,3,1,6,3,19,6,1,1,NA,1,1,99,NA,3,1,2,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,905.885881
2023,19821,1,1,6,2,55,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,2322,5,6,6,1,216.652162
2023,19821,2,1,1,1,54,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,1,3733,7,6,6,1,216.652162
2023,19821,3,1,6,3,23,6,1,1,NA,1,1,99,NA,3,1,1,2,1,6,4,1,1,1,2,1,100,1,6,6,1,216.652162
2023,19821,4,1,6,3,19,1,1,1,NA,6,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,216.652162
2023,19822,1,1,1,1,76,6,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,4,2,2,NA,1,1502,4,6,6,1,680.119672
2023,19823,1,1,1,1,40,1,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,1,1,1,1,1,-9,6,6,6,1,457.211192
2023,19824,1,1,1,1,43,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,1250,3,6,6,1,1313.266656
2023,19824,2,1,6,2,40,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,3,1,2,NA,6,NA,NA,6,6,1,1313.266656
2023,19824,3,1,6,3,9,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1313.266656
2023,19824,4,1,6,3,3,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1313.266656
2023,19825,1,1,1,1,85,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,4,2,2,NA,1,1200,3,6,6,1,567.684159
2023,19825,2,1,6,2,85,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,6,2,2,NA,6,NA,NA,6,6,1,567.684159
2023,19826,1,1,1,1,34,6,2,2,1,1,1,99,NA,3,99,2,99,2,7,4,3,1,2,NA,-9,-9,-9,6,6,1,3849.93123
2023,19827,1,1,1,1,51,1,1,1,NA,1,1,99,NA,3,99,1,99,1,7,4,1,1,1,1,1,-9,5,6,6,1,533.715351
2023,19828,1,1,1,1,31,1,4,2,3,1,2,2,1,1,99,4,99,4,3,2,1,1,1,1,1,-9,5,6,6,1,615.825849
2023,19828,2,1,6,2,25,6,4,2,3,1,2,1,1,1,99,4,99,4,4,3,6,2,2,NA,6,NA,NA,6,6,1,615.825849
2023,19828,3,1,6,3,2,1,1,1,NA,1,1,99,NA,3,1,4,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,615.825849
2023,19829,1,1,1,1,68,1,1,1,NA,1,5,99,NA,3,99,1,99,1,4,3,4,2,2,NA,1,3000,7,6,6,1,653.402837
2023,19830,1,1,1,1,56,6,1,1,NA,1,5,99,NA,3,99,1,99,1,4,3,1,1,1,1,1,-9,3,6,6,1,440.709404
2023,19830,2,1,6,3,23,1,1,1,NA,1,1,99,NA,3,99,1,1,1,3,2,5,2,2,NA,6,NA,NA,1,1,6,440.709404
2023,19831,1,1,1,1,60,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,4,6,6,1,222.797073
2023,19831,2,1,6,2,57,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,222.797073
2023,19832,1,1,1,1,63,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,483.316837
2023,19832,2,1,6,2,59,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,6,2,2,NA,6,NA,NA,6,6,1,483.316837
2023,19833,1,1,1,1,44,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,6,6,6,1,275.540655
2023,19833,2,1,6,2,43,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,1,1,1,2,1,-9,2,6,6,1,275.540655
2023,19833,3,1,6,3,13,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,275.540655
2023,19833,4,1,6,3,5,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,275.540655
2023,19834,1,1,1,1,66,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,4,2,2,NA,1,-9,5,6,6,1,776.099867
2023,19834,2,1,6,2,74,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,4,2,2,NA,1,-9,2,6,6,1,776.099867
2023,19834,3,1,6,3,36,6,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,1,-9,4,6,6,1,776.099867
2023,19835,1,1,1,1,61,6,1,1,NA,1,5,99,NA,3,99,1,99,1,2,1,3,1,2,NA,1,463,1,6,6,1,449.1596
2023,19836,1,1,1,1,46,6,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,1,1,1,1,1,-9,3,6,6,1,1849.261689
2023,19837,1,1,1,1,54,6,4,1,NA,1,5,99,NA,3,99,4,99,4,4,3,1,1,1,1,-9,-9,-9,6,6,1,937.698057
2023,19837,2,1,6,6,52,1,1,1,NA,1,5,99,NA,3,99,1,99,1,4,3,1,1,1,1,-9,-9,-9,6,6,1,937.698057
2023,19838,1,1,1,1,57,1,1,1,NA,1,1,99,NA,3,99,1,99,1,3,2,1,1,1,1,1,1865,4,6,6,1,3133.666193
2023,19839,1,1,1,1,67,6,1,1,NA,1,3,99,NA,3,99,1,99,1,4,3,4,2,2,NA,1,2926,6,6,6,1,929.979874
2023,19840,1,1,1,1,68,6,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,2267,5,6,6,1,502.996718
2023,19841,1,1,1,1,29,1,4,2,3,1,1,99,NA,3,99,4,99,4,4,3,1,1,1,1,1,-9,3,6,6,1,6174.314589
2023,19841,2,1,6,6,26,1,4,2,3,1,1,99,NA,3,99,4,99,4,6,4,3,1,2,NA,6,NA,NA,6,6,1,6174.314589
2023,19841,3,1,6,6,42,1,4,2,3,6,1,99,NA,3,99,4,99,4,4,3,1,1,1,1,1,-9,-9,6,6,1,6174.314589
2023,19842,1,1,1,1,62,6,4,3,3,1,2,2,1,1,99,4,3,4,7,4,1,1,1,1,1,-9,4,6,6,1,3005.064264
2023,19842,2,1,6,2,61,1,1,3,3,1,2,1,1,1,99,1,99,1,6,4,1,1,1,1,1,-9,4,6,6,1,3005.064264
2023,19842,3,1,6,4,83,6,4,2,3,1,5,99,NA,3,99,4,99,4,4,3,6,2,2,NA,6,NA,NA,6,6,1,3005.064264
2023,19842,4,1,6,6,57,1,4,2,3,1,2,5,1,1,99,4,3,4,7,4,8,2,2,NA,6,NA,NA,6,6,1,3005.064264
2023,19842,5,1,6,6,43,6,4,2,3,1,2,4,1,1,99,4,99,4,6,4,8,2,2,NA,6,NA,NA,6,6,1,3005.064264
2023,19842,6,1,6,6,12,6,4,2,3,1,1,99,NA,3,4,4,5,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,3005.064264
2023,19843,1,1,1,1,64,1,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,4,2,2,NA,1,1000,3,6,6,1,955.84995
2023,19844,1,1,1,1,81,1,1,1,NA,1,2,2,1,1,99,1,99,1,1,1,4,2,2,NA,1,1120,3,6,6,1,336.534218
